Symbol,Name,Sector,Industry,Market Cap,Enterprise Value,PE Ratio (Forward),EV to EBITDA (Forward),PS Ratio (Forward),Price to Book Value,PE Ratio (5y Median),EV to EBITDA (5y Median),PS Ratio (5y Median),Price to Book Value (5y Median),Return on Equity (5y Median),Return on Assets (5y Median)
ESCA,Escalade,Consumer Cyclical,Leisure,169.5600,198.3820,14.2012,10.7234,1.0946,1.8053,None,8.6005,0.6441,1.0183,0.070339,0.047552
ESE,ESCO Technologies,Technology,Scientific & Technical Instruments,1012.6373,1023.2263,19.9486,10.4411,1.7986,1.7334,None,11.8736,1.7688,1.5779,0.072428,0.043908
ESGR,Enstar Group,Financial Services,Insurance - Diversified,3014.9243,2578.5493,14.2300,None,2.7011,1.2366,9.8427,None,9.2553,1.2568,0.132398,0.026682
ESL,Esterline Technologies,Industrials,Aerospace & Defense,2747.4546,2556.0996,13.2767,7.0509,1.3574,1.7751,19.5183,9.8168,1.3170,1.4580,0.081528,0.042383
ESND,Essendant,Industrials,Business Equipment,1321.7825,1959.9205,11.2580,7.5570,0.2473,1.5876,12.9993,8.0971,0.2971,1.8495,0.153449,0.058257
ESNT,Essent Group,Financial Services,Specialty Finance,2204.2172,2063.8942,14.0437,9.5848,6.2478,2.0481,None,None,None,None,None,None
ESPR,Esperion Therapeutics,Healthcare,Biotechnology,618.5942,402.9982,None,None,None,2.0864,None,None,None,None,None,None
ESTE,Earthstone Energy,Energy,Oil & Gas E&P,193.1380,163.0020,None,5.3382,3.2634,0.6105,None,None,None,1.4628,None,None
ETH,Ethan Allen Interiors,Consumer Cyclical,Home Furnishings & Fixtures,813.7970,802.5770,16.9759,8.4495,1.0546,2.1457,None,10.4037,1.0142,2.1725,0.105348,0.0560
ETM,Entercom Communications,Consumer Cyclical,Broadcasting - Radio,449.9483,973.2873,16.6618,10.3607,1.0992,1.4115,14.8172,9.3893,0.9323,1.2652,0.08824,0.028293
ETSY,Etsy,Consumer Cyclical,Specialty Retail,997.7060,710.9490,None,None,None,3.0908,None,None,None,None,None,None
EVC,Entravision Comms,Consumer Cyclical,Broadcasting - TV,737.6933,1017.1853,28.8621,13.2991,2.9402,4.5831,None,12.8560,1.6668,None,0.179346,0.033117
EVDY,Everyday Health,Technology,Health Information Services,178.6631,255.5161,11.7447,5.4397,0.7897,1.0546,None,None,None,None,None,None
EVER,EverBank Financial,Financial Services,Banks - Regional - US,2157.9798,7281.9068,13.9951,22.3207,2.3843,1.2900,None,None,None,None,0.082353,0.006313
EVH,Evolent Health,Technology,Health Information Services,929.2516,1008.4576,None,None,None,1.4370,None,None,None,None,None,None
EVLV,EVINE Live,Consumer Cyclical,Specialty Retail,140.5285,185.3075,None,16.9474,0.2050,1.7429,None,None,0.3557,2.7059,-0.231816,-0.095989
EVR,Evercore Partners,Financial Services,Capital Markets,1994.7286,1958.5746,17.4363,6.1211,1.7594,4.1580,40.3675,8.8609,1.9934,2.9551,0.095239,0.037829
EVRI,Everi Holdings,Consumer Cyclical,Gambling,235.4658,1289.5348,4.8684,6.1914,0.2863,1.0591,22.4231,9.4166,0.7986,2.1917,0.106373,0.0394
EVTC,Evertec,Technology,Software - Infrastructure,1238.2837,1868.8947,9.6747,10.0111,3.3282,10.4715,None,None,None,None,None,None
EXAC,Exactech,Healthcare,Medical Devices,248.7600,252.7090,17.2105,6.0109,1.0329,1.1129,20.4203,7.7878,1.1702,1.4563,0.076928,0.05567
EXAM,ExamWorks Group,Financial Services,Insurance Brokers,1055.2940,1466.7940,359.2857,12.8368,1.3020,2.8151,None,17.5354,1.6268,3.4631,-0.042835,-0.016942
EXAR,Exar,Technology,Semiconductors,288.5552,235.0712,37.2500,12.6077,1.8963,1.3176,None,None,3.0874,1.7842,-0.104837,-0.087369
EXAS,Exact Sciences,Healthcare,Diagnostics & Research,933.5152,593.7622,None,-3.7769,22.9055,2.5839,None,None,None,6.8509,-0.467327,-0.41373
EXEL,Exelixis,Healthcare,Biotechnology,1261.0521,1441.1271,None,-8.8413,36.1623,None,None,None,15.2906,None,-0.233134,-0.295094
EXLS,ExlService Holdings,Industrials,Business Services,1468.4302,1354.5902,26.4608,11.9051,2.3499,3.2821,23.3295,10.4553,2.1845,2.6211,0.126313,0.101028
EXPO,Exponent,Industrials,Business Services,1321.8458,1170.5518,33.1226,15.4510,4.4473,5.1476,23.1237,10.6336,2.8273,3.6180,0.171622,0.123658
EXPR,Express,Consumer Cyclical,Apparel Stores,1499.4413,1343.7963,12.8962,4.8794,0.6369,2.5086,14.2393,5.7103,0.7246,4.2082,0.410461,0.141419
EXTN,Exterran,Energy,Oil & Gas Equipment & Services,566.3272,544.1692,None,None,None,0.3793,None,None,None,None,None,None
EXTR,Extreme Networks,Technology,Communication Equipment,424.7231,407.9481,69.8333,5.0426,0.8123,4.3176,None,None,0.9373,2.0446,-0.003702,-0.002546
EXXI,Energy XXI,Energy,Oil & Gas E&P,149.0983,3670.9493,None,11.5493,0.1787,None,None,None,1.8848,1.6622,0.100124,0.037456
EYES,Second Sight Medical,Healthcare,Medical Devices,185.7103,164.0411,None,None,None,7.5787,None,None,None,None,None,None
EZPW,EZCorp,Financial Services,Credit Services,315.2156,610.7046,4.2435,3.6289,0.3107,0.3951,None,7.3982,0.9588,1.0754,0.16234,0.115295
FAF,First American Financial,Financial Services,Insurance - Specialty,4223.6170,3917.1590,15.0776,None,0.8223,1.5701,14.8370,None,0.5755,1.1075,0.08156,0.029752
FARM,Farmer Bros,Consumer Defensive,Packaged Foods,490.1135,444.6655,25.9331,10.4660,0.8853,5.3956,None,None,0.4645,3.0191,-0.143655,-0.048466
FARO,Faro Technologies,Technology,Scientific & Technical Instruments,514.0932,353.1342,45.4615,14.5803,1.6260,1.4854,33.6583,16.9154,2.7337,2.6015,0.079086,0.064855
FBC,Flagstar Bancorp,Financial Services,Savings & Cooperative Banks,1364.7482,3739.7482,10.8674,None,1.7934,1.1033,None,None,0.7297,0.8280,0.044619,0.004385
FBIZ,First Business Financial,Financial Services,Banks - Regional - US,224.2982,148.2962,13.3627,None,2.9946,1.5159,11.2947,None,1.7772,1.1142,0.124298,0.008922
FBNC,First Bancorp,Financial Services,Banks - Regional - US,381.6584,378.7804,14.8762,None,2.6402,1.1482,None,None,1.8040,0.9568,0.04166,0.003531
FBNK,First Connecticut Bancorp,Financial Services,Banks - Regional - US,285.3331,611.4861,19.5326,None,3.6228,1.1733,None,None,None,None,0.01713,0.002168
FBP,First BanCorp,Financial Services,Banks - Regional - US,819.1938,445.0528,34.6364,None,1.3927,0.4921,None,None,1.8506,0.7468,-0.051351,-0.004031
FC,Franklin Covey,Consumer Defensive,Education & Training Services,240.3285,224.0945,21.3545,6.5953,1.0750,1.9149,25.7661,10.2070,1.4084,2.3888,0.104909,0.059772
FCB,FCB Financial Holdings,Financial Services,Banks - Regional - US,1580.0847,2645.2457,20.8997,None,6.6953,1.8462,None,None,None,None,None,None
FCBC,First Community,Financial Services,Banks - Regional - US,365.2150,411.2640,15.0977,None,3.0017,1.0591,12.5541,None,2.5565,0.9074,0.077247,0.009666
FCEL,Fuelcell Energy,Utilities,Utilities - Independent Power Producers,248.2728,202.3008,None,-481.6686,1.0083,2.5183,None,None,1.5489,None,-2.83916,-0.178596
FCF,First Commonwealth Finl,Financial Services,Banks - Regional - US,866.4831,2234.7321,16.0992,28.8315,3.4505,1.1988,18.6283,None,3.0170,0.9978,0.055221,0.006845
FCFS,First Cash Financial,Financial Services,Credit Services,1075.5516,1271.5286,15.9571,9.3599,1.5115,2.4459,18.1477,11.1170,2.4166,3.7728,0.235597,0.174035
FCH,FelCor Lodging Trust,Real Estate,REIT - Hotel & Motel,1128.4659,2808.6139,9.3412,11.6331,1.2699,None,None,18.7673,0.8314,None,-0.602385,-0.041534
FCN,FTI Consulting,Industrials,Business Services,1564.8469,1979.8729,19.9818,8.8916,0.8878,1.3462,None,10.1313,0.9270,1.4125,0.055828,0.02588
FCNCA,First Citizens BancShares,Financial Services,Banks - Regional - US,3173.1477,1723.7467,None,None,None,1.1085,12.8401,None,1.8247,1.0137,0.08206,0.007275
FCS,Fairchild Semiconductor,Technology,Semiconductors,2207.7909,2162.6909,34.3084,8.5889,1.5987,2.0192,None,9.2606,1.2580,1.3820,0.016406,0.01195
FCSC,Fibrocell Science,Healthcare,Drug Manufacturers - Specialty & Generic,245.3943,208.4633,None,-5.2116,522.1155,7.8236,None,None,None,None,-0.633032,-0.678801
FDEF,First Defiance Financial,Financial Services,Savings & Cooperative Banks,369.7515,412.3275,14.5000,None,3.4461,1.3274,12.4824,None,2.2548,0.8657,0.079003,0.009913
FDML,Federal-Mogul Holdings,Consumer Cyclical,Auto Parts,1304.9942,4232.9942,8.9249,6.8440,0.1755,1.5353,None,8.8852,0.2547,1.6140,-0.078672,-0.01114
FDP,Fresh Del Monte Produce,Consumer Defensive,Farm Products,2325.8611,2538.2611,16.1855,10.4887,0.5968,1.2965,None,8.9037,0.4442,0.8871,0.059179,0.041384
FEIC,FEI,Technology,Scientific & Technical Instruments,3181.4411,2763.5681,23.1639,12.9139,3.4529,3.2290,25.8848,14.3060,3.2739,2.9752,0.126753,0.091586
FELE,Franklin Electric,Industrials,Diversified Industrials,1492.7920,1652.8120,21.9600,12.7179,1.5951,2.7052,22.3625,11.7474,1.6160,2.7475,0.14012,0.076594
FENX,Fenix Parts,Consumer Cyclical,Auto Parts,125.4327,132.5206,None,None,None,1.1259,None,None,None,None,None,None
FET,Forum Energy Technologies,Energy,Oil & Gas Equipment & Services,1313.6791,1640.8321,28.3236,11.0851,1.2056,0.9183,None,None,None,None,None,None
FF,FutureFuel,Basic Materials,Chemicals,621.5903,374.1563,26.3333,9.6681,1.6012,1.6998,12.7702,5.1619,1.5833,1.6877,0.141437,0.105309
FFBC,First Financial Bancorp,Financial Services,Banks - Regional - US,1229.8118,1914.0378,15.7708,None,3.8123,1.5127,15.3344,None,2.5963,1.3525,0.089725,0.00991
FFG,FBL Financial Group,Financial Services,Insurance - Life,1643.4958,1693.5758,15.9232,None,2.3079,1.4116,11.9391,None,1.7039,0.8813,0.093237,0.011111
FFIC,Flushing Financial,Financial Services,Savings & Cooperative Banks,649.2561,1735.3591,15.3720,24.1492,3.8261,1.3779,13.2658,None,3.1025,1.1757,0.091359,0.008434
FFIN,First Financial,Financial Services,Banks - Regional - US,2339.4700,2698.2740,22.4900,20.4090,7.4387,2.9537,21.2050,None,7.3033,2.7787,0.140653,0.01706
FFKT,Farmers Capital Bank,Financial Services,Banks - Regional - US,202.2103,146.8883,14.1947,None,2.6969,1.1650,13.4295,None,1.8569,1.0014,0.092736,0.007013
FGEN,FibroGen,Healthcare,Biotechnology,1740.0796,1537.8276,None,None,8.8407,8.0083,None,None,None,None,None,None
FGL,Fidelity & Guaranty Life,Financial Services,Insurance - Life,1516.0802,1162.0802,11.4159,3.2827,1.3499,0.9725,None,None,None,None,None,None
FIBK,First Interstate BancSys,Financial Services,Banks - Regional - US,1358.0828,777.6268,15.3850,None,3.6035,1.4470,14.1498,None,2.4258,1.1419,0.091296,0.009432
FICO,Fair Isaac,Technology,Software - Infrastructure,2863.0411,3384.9211,31.4437,16.9246,3.2814,6.5516,21.0755,11.1796,2.5024,3.4710,0.17884,0.074495
FINL,Finish Line,Consumer Cyclical,Specialty Retail,740.8576,640.6236,9.4633,3.7311,0.3891,1.2542,14.8053,6.0853,0.7661,2.0944,0.147441,0.104716
FISI,Financial Institutions,Financial Services,Banks - Regional - US,383.6841,630.0621,14.0833,None,3.1245,1.3797,12.0194,None,2.3690,1.2140,0.111101,0.009289
FIVE,Five Below,Consumer Cyclical,Specialty Retail,1520.1988,1459.2828,26.8077,12.5270,1.8439,7.8997,None,None,None,None,None,None
FIVN,Five9,Technology,Software - Application,321.7124,299.9884,None,-37.0356,2.5563,12.1209,None,None,None,None,None,None
FIX,Comfort Systems USA,Industrials,Engineering & Construction,1182.2776,1166.8346,25.2560,10.5068,0.7432,3.5019,None,None,0.4168,1.8265,0.062272,0.028945
FIZZ,National Beverage,Consumer Defensive,Beverages - Soft Drinks,1724.9742,1663.9532,None,None,None,10.6041,17.8545,9.9612,1.2495,8.0077,0.420415,0.211745
FLDM,Fluidigm,Healthcare,Diagnostics & Research,287.0592,385.6152,None,-12.3939,2.5460,2.3126,None,None,6.7759,4.9742,-0.279445,-0.163344
FLIC,First of Long Island,Financial Services,Banks - Regional - US,438.9227,825.5207,17.0521,None,5.2761,1.7750,13.8736,None,4.0439,1.4473,0.10459,0.009894
FLKS,Flex Pharma,Healthcare,Biotechnology,207.7904,108.6313,None,None,None,2.1203,None,None,None,None,None,None
FLTX,FleetMatics Group,Technology,Software - Application,2277.9876,2111.6306,65.6000,23.0402,8.0022,8.0152,None,None,None,None,None,None
FLWS,1-800 Flowers.com,Consumer Cyclical,Specialty Retail,499.4366,755.7156,18.1176,8.6289,0.4184,2.4868,24.7362,7.7009,0.4431,1.8733,0.088244,0.048289
FLXN,Flexion Therapeutics,Healthcare,Drug Manufacturers - Specialty & Generic,373.2778,241.1122,None,-4.2979,None,3.2261,None,None,None,None,None,None
FLXS,Flexsteel Industries,Consumer Cyclical,Home Furnishings & Fixtures,347.4663,352.4083,None,None,None,1.8109,11.8239,6.1990,0.4485,1.1255,0.094344,0.073178
FMBI,First Midwest Bancorp,Financial Services,Banks - Regional - US,1512.9959,936.5189,16.9772,None,3.3308,1.3183,None,None,2.6198,1.0588,0.037332,0.004371
FMER,Firstmerit,Financial Services,Banks - Regional - US,3389.8349,3968.4939,15.1672,9.9598,3.2943,1.1947,14.4484,None,2.7186,1.1393,0.082661,0.008938
FMI,Foundation Medicine,Healthcare,Diagnostics & Research,576.0241,325.8621,None,-4.3364,6.2633,2.1063,None,None,None,None,None,None
FMSA,Fairmount Santrol,Basic Materials,Industrial Metals & Minerals,371.2964,1434.4204,30.6667,9.4479,0.4260,12.6770,None,None,None,None,None,None
FN,Fabrinet,Technology,Consumer Electronics,845.5783,636.9923,14.0655,8.0734,0.9605,1.7471,None,None,0.8870,1.6446,0.220175,0.145405
FNB,F N B,Financial Services,Banks - Regional - US,2530.6930,4208.7640,16.3977,18.7389,3.8177,1.2731,15.4092,None,3.3236,1.1614,0.079247,0.009461
FNBC,First NBC Bank Holding,Financial Services,Banks - Regional - US,786.5715,531.6705,11.6034,None,6.2725,1.7531,None,None,None,None,None,None
FNFV,Fidelity National Finl,Financial Services,Insurance - Specialty,3840.6167,5821.6167,35.6393,45.9118,2.3825,0.6631,None,None,None,None,0.111279,0.048045
FNGN,Financial Engines,Financial Services,Asset Management,1781.9623,1454.7273,55.2098,15.3237,5.6814,4.4468,63.3444,30.5394,7.8938,5.3486,0.09571,0.082993
FNHC,Federated National Hldg,Financial Services,Insurance - Property & Casualty,404.7268,351.6808,9.8494,None,1.9095,1.8119,None,None,0.8323,1.0436,0.093588,0.031351
FNLC,First Bancorp,Financial Services,Banks - Regional - US,233.7267,511.6257,14.5906,None,4.4216,1.3984,12.7702,None,3.3836,1.1464,0.093716,0.008992
FNSR,Finisar,Technology,Communication Equipment,1290.8110,1018.8790,23.4372,5.1778,1.0166,1.1678,37.5888,13.2162,1.7326,2.0160,0.058834,0.045147
FOE,Ferro,Basic Materials,Specialty Chemicals,1012.6525,1377.6705,13.9048,8.8974,0.9352,3.3310,None,None,0.5927,3.1038,0.07257,0.023621
FOGO,Fogo de Chao,Consumer Cyclical,Restaurants,449.4892,594.4752,None,None,None,1.8949,None,None,None,None,None,None
FOLD,Amicus Therapeutics,Healthcare,Biotechnology,1340.1706,1103.6616,None,-9.1972,459.2771,3.5384,None,None,None,3.7611,None,-0.515763
FOMX,Foamix Pharmaceuticals,Healthcare,Biotechnology,212.3642,167.8442,None,-9.3299,156.7263,2.0100,None,None,None,None,None,None
FOR,Forestar Group,Real Estate,Real Estate - General,455.1647,799.6517,208.3077,-11.7251,1.9767,0.8985,None,13.3780,3.0102,0.9792,0.02453,0.015268
FORM,FormFactor,Technology,Semiconductors,500.7593,316.9203,50.6471,6.3069,1.7829,1.7060,None,None,1.6736,1.1406,-0.152352,-0.132006
FORR,Forrester Research,Industrials,Business Services,563.8408,459.6898,48.8923,11.5529,1.8018,4.3711,44.5944,15.5450,2.5973,3.1138,0.068871,0.039101
FOXF,Fox Factory Holding,Consumer Cyclical,Recreational Vehicles,661.8614,716.6334,18.2653,11.5100,1.8338,4.5777,None,None,None,None,None,None
FPO,First Potomac Realty,Real Estate,REIT - Office,670.7688,1586.9108,11.8670,16.4963,3.8285,1.3113,None,17.1946,4.2490,1.2742,-0.00071,-0.000132
FPRX,Five Prime Therapeutics,Healthcare,Biotechnology,995.3625,811.9485,4.3690,None,2.6805,7.9227,None,None,None,None,None,None
FR,First Industrial Realty,Real Estate,REIT - Industrial,2498.3914,3943.6374,16.7732,17.8104,6.8219,2.4060,None,16.3365,4.9926,1.4863,0.007636,0.003348
FRAN,Francescas Holdings,Consumer Cyclical,Apparel Stores,624.4265,575.5865,17.3244,7.7079,1.4779,4.9517,None,None,None,None,None,None
FRED,Fred's,Consumer Defensive,Discount Stores,545.5728,607.2788,114.8235,10.6447,0.2521,1.3319,None,6.6805,0.2921,1.2744,0.067426,0.045336
FRGI,Fiesta Restaurant Group,Consumer Cyclical,Restaurants,1000.7441,1068.5561,24.8121,10.8301,1.4529,4.2765,None,None,None,None,None,None
FRM,Furmanite,Industrials,Engineering & Construction,310.1543,332.0063,16.3200,7.0640,0.5366,2.1396,27.3362,10.7130,0.7301,2.1422,0.094245,0.049558
FRME,First Merchants,Financial Services,Banks - Regional - US,1037.3826,1285.5116,15.5184,None,4.1068,1.3528,14.4752,None,2.2764,1.0179,0.089169,0.010036
FRO,Frontline,Industrials,Shipping & Ports,571.3226,524.8636,8.5536,4.1350,1.7952,2.6550,None,None,None,None,-0.587464,-0.120309
FRP,FairPoint Communications,Communication Services,Telecom Services,480.2614,1370.2624,5.9106,5.1325,0.5563,18.9057,None,None,None,None,None,None
FRPH,FRP Holdings,Real Estate,Real Estate Services,315.1052,364.2412,None,None,None,1.7502,20.4162,8.4416,1.5417,1.2049,0.05271,0.034286
FRPT,Freshpet,Consumer Defensive,Packaged Foods,236.9355,217.9355,None,21.0515,2.0379,2.3056,None,None,None,None,None,None
FRSH,Papa Murphys Holdings,Consumer Cyclical,Restaurants,201.7014,307.8744,27.1690,11.6394,1.6797,2.1300,None,None,None,None,None,None
FSAM,Fifth Street Asset Mgmt,Financial Services,Asset Management,224.4046,264.9676,6.0793,None,2.2081,25.9802,None,None,None,None,None,None
FSB,Franklin Finl Network,Financial Services,Banks - Regional - US,326.2967,345.3887,None,None,None,1.8372,None,None,None,None,None,None
FSP,Franklin Street Props,Real Estate,REIT - Office,1042.9508,1943.8508,9.7746,15.3307,4.3624,1.1163,55.9844,None,6.4574,1.1859,0.02074,0.01132
FSS,Federal Signal,Industrials,Pollution & Treatment Controls,1045.9593,1026.3593,16.1827,8.5744,1.1882,2.6201,None,11.1655,0.6789,2.3503,0.063848,0.042243
FSTR,LB Foster,Industrials,Railroads,139.3227,313.6107,6.8528,5.2712,0.2198,0.4956,17.7592,7.4346,0.7459,1.4445,0.081701,0.058612
FTD,FTD Companies,Consumer Cyclical,Specialty Retail,716.9567,1006.8577,14.4566,9.1066,0.5865,1.1007,None,None,None,None,None,None
FTK,Flotek Industries,Energy,Oil & Gas Equipment & Services,584.5387,629.6667,436.0000,37.2584,1.7129,1.9804,None,14.2856,2.2146,4.8055,0.17939,0.117694
FUEL,Rocket Fuel,Consumer Cyclical,Advertising Agencies,136.3864,118.0704,None,-28.1120,0.2982,0.9762,None,None,None,None,None,None
FUL,H.B. Fuller,Basic Materials,Specialty Chemicals,2028.0017,2670.1497,18.0513,9.4013,0.9756,2.2440,18.3242,12.6461,0.9910,2.2449,0.11778,0.056883
FULT,Fulton Financial,Financial Services,Banks - Regional - US,2499.0852,3299.8762,17.2783,None,3.6536,1.2336,14.2551,None,3.0576,1.0757,0.076715,0.009337
FVE,Five Star Quality Care,Healthcare,Long-Term Care Facilities,170.6449,203.8129,None,5.7656,0.1248,0.8959,None,6.6278,0.1816,0.7981,0.070351,0.03413
FWM,Fairway Group Holdings,Consumer Defensive,Grocery Stores,43.6622,271.1892,None,7.0002,0.0574,None,None,None,None,None,None,None
FWRD,Forward Air,Industrials,Integrated Shipping & Logistics,1473.7744,1525.0584,22.4182,10.5751,1.5350,2.9933,23.8581,10.8416,1.8892,3.1317,0.14633,0.116746
FXCB,Fox Chase Bancorp,Financial Services,Savings & Cooperative Banks,208.8770,401.6660,20.9535,None,5.7621,1.1868,34.9386,None,5.2735,1.1079,0.031303,0.005074
GABC,German American,Financial Services,Banks - Regional - US,446.8601,645.8341,15.1964,None,4.3898,1.8066,12.9634,None,3.3451,1.6165,0.13229,0.01239
GALE,Galena Biopharma,Healthcare,Biotechnology,241.2411,206.4291,None,-3.9698,25.2002,7.4418,None,None,None,7.2157,None,None
GB,Greatbatch,Healthcare,Medical Devices,1717.0203,1828.4263,20.1038,13.0882,2.2038,2.6585,25.9096,11.7949,1.2273,1.5600,0.073664,0.04066
GBCI,Glacier Bancorp,Financial Services,Banks - Regional - US,2224.0025,2445.1075,18.8788,None,5.5048,2.0692,20.0018,None,4.6058,1.5373,0.091337,0.010751
GBL,GAMCO Investors,Financial Services,Asset Management,1539.8830,1096.7350,17.3410,None,None,2.7369,17.3719,8.2657,4.2195,3.3799,0.193411,0.111696
GBLI,Global Indemnity,Financial Services,Insurance - Property & Casualty,741.3735,886.8315,22.1615,None,None,0.8043,None,None,1.8397,0.7226,0.043875,0.018577
GBNK,Guaranty,Financial Services,Banks - Regional - US,373.0492,526.3732,16.1478,None,3.9698,1.7050,None,None,3.0361,1.2470,0.074188,0.007369
GBT,Global Blood Therapeutics,Healthcare,Biotechnology,1510.6722,1352.1752,None,None,None,9.7578,None,None,None,None,None,None
GBX,Greenbrier Companies,Industrials,Railroads,958.3997,1293.4377,5.6550,2.7064,0.3364,1.3078,None,9.0652,0.5082,1.6579,0.115465,0.034684
GCAP,GAIN Capital Holdings,Financial Services,Capital Markets,385.7079,-666.4901,10.9306,-8.1733,0.8421,1.1622,None,None,1.1393,1.2971,0.083464,0.025667
GCO,Genesco,Consumer Cyclical,Apparel Stores,1297.2503,1364.8133,11.3803,5.2385,0.4317,1.3065,17.2500,7.2358,0.6169,1.9069,0.107065,0.06352
GDOT,Green Dot,Financial Services,Credit Services,869.3615,315.4285,16.1065,2.1046,1.2485,1.3087,22.4767,2.6473,1.3810,1.9620,0.14465,0.072946
